Time,P001.df,P001.f,P001.ip_a,P001.ip_m,P001.vp_a,P001.vp_m,P002.df,P002.f,P002.ip_a,P002.ip_m,P002.vp_a,P002.vp_m,P003.df,P003.f,P003.ip_a,P003.ip_m,P003.vp_a,P003.vp_m,P004.df,P004.f,P004.ip_a,P004.ip_m,P004.vp_a,P004.vp_m,P005.df,P005.f,P005.ip_a,P005.ip_m,P005.vp_a,P005.vp_m,P006.df,P006.f,P006.ip_a,P006.ip_m,P006.vp_a,P006.vp_m,P007.df,P007.f,P007.ip_a,P007.ip_m,P007.vp_a,P007.vp_m,P008.df,P008.f,P008.ip_a,P008.ip_m,P008.vp_a,P008.vp_m,P009.df,P009.f,P009.ip_a,P009.ip_m,P009.vp_a,P009.vp_m,P010.df,P010.f,P010.ip_a,P010.ip_m,P010.vp_a,P010.vp_m,P011.df,P011.f,P011.ip_a,P011.ip_m,P011.vp_a,P011.vp_m,P012.df,P012.f,P012.ip_a,P012.ip_m,P012.vp_a,P012.vp_m,P013.df,P013.f,P013.ip_a,P013.ip_m,P013.vp_a,P013.vp_m
0.667,5.877472e-39,59.978,-111.1047,2.95222950600233,63.17671,1.061249,5.877472e-39,59.978,69.97943,6.32300129542504,70.36919,1.0693438,5.877472e-39,59.978,53.39447,1.70528975656653,63.31747,1.0620516,0.01,59.978,73.04797,3.60997233607499,65.66734,1.062949,0.01,59.978,-137.2807,1.99137085640188,63.90197,1.0604676,5.877472e-39,59.978,65.90538,6.13251987388806,63.76032,1.061035,5.877472e-39,59.978,87.22313,1.83507405562848,64.4304,1.0631126,5.877472e-39,59.98,-56.06936,5.54496015823028,110.4772,1.00890104575163,5.877472e-39,59.979,50.45838,1.14326178617093,60.02292,1.0525906,5.877472e-39,59.98,109.6066,15.1018362946953,110.2373,1.00809986928105,5.877472e-39,59.978,-120.0073,7.63849128569739,63.32974,1.0617056,5.877472e-39,59.978,-129.0253,4.00021810545213,65.04081,1.0550714,0.01,59.978,-115.8,3.57438648620809,64.28744,1.0643062
0.7,5.877472e-39,59.978,-111.3402,2.94960458300346,62.91334,1.0612848,5.877472e-39,59.978,69.68958,6.31801039102303,70.09942,1.0694212,-0.01,59.978,53.22311,1.70309351614254,63.05429,1.0620752,5.877472e-39,59.978,72.7958,3.60531225337723,65.40413,1.0630212,5.877472e-39,59.978,-137.5926,1.98895637757613,63.63942,1.0605372,0.01,59.978,65.64617,6.13304988143517,63.49998,1.0610592,5.877472e-39,59.978,87.03455,1.82575042613133,64.1664,1.0631946,0.01,59.98,-56.19541,5.54920551868268,110.2422,1.00870666666667,5.877472e-39,59.978,50.19734,1.14133401362211,59.76212,1.052621,0.01,59.98,109.3672,15.0999017671483,110.0054,1.00796405228758,5.877472e-39,59.978,-120.2706,7.64392732715695,63.06647,1.0617284,5.877472e-39,59.978,-129.3228,3.99232514992203,64.77689,1.0550446,5.877472e-39,59.978,-116.063,3.57222575282564,64.02274,1.0643046
0.733,5.877472e-39,59.978,-111.6608,2.94358310837094,62.65714,1.0612642,0.01,59.978,69.43127,6.3088946076228,69.83443,1.069416,5.877472e-39,59.978,53.0513,1.70091286417581,62.79314,1.0620636,0.01,59.978,72.543,3.60072231873717,65.14219,1.0629636,5.877472e-39,59.978,-137.8716,1.98117513932312,63.37791,1.060476,5.877472e-39,59.978,65.3324,6.12275543746039,63.23858,1.0610098,0.01,59.978,86.64781,1.82717590394596,63.90865,1.0631272,5.877472e-39,59.98,-56.60794,5.53646811230661,110.0016,1.00890104575163,-0.01,59.978,49.50245,1.13045933262679,59.50502,1.0525532,5.877472e-39,59.98,109.1035,15.103784072431,109.7593,1.0080539869281,0.01,59.978,-120.5336,7.64952531536701,62.8124,1.061637,0.01,59.978,-129.6214,3.98454044756742,64.51817,1.0550224,0.01,59.978,-116.2604,3.56398465508323,63.7632,1.0643066
0.767,-0.03,59.978,-111.9641,2.94544506298908,62.38551,1.0613284,-0.02,59.978,69.10853,6.30851528849594,69.55905,1.0694522,-0.01,59.978,52.53325,1.69446270696842,62.52371,1.0620578,-0.03,59.978,72.40881,3.58799953953018,64.86469,1.0629794,-0.02,59.978,-138.3106,1.97230877123918,63.10917,1.0605148,-0.03,59.978,65.10271,6.11902113591927,62.96687,1.061023,-0.02,59.978,86.64781,1.82717590394596,63.63336,1.0631966,0.01,59.98,-56.81421,5.54496015823028,109.7667,1.00890104575163,-0.03,59.978,49.23686,1.12861902864374,59.23586,1.0526198,0.01,59.98,108.8974,15.1059968539402,109.5293,1.00809281045752,-0.02,59.978,-120.7961,7.65528265225137,62.54399,1.0617248,-0.02,59.978,-129.976,3.98729094424984,64.24593,1.0550192,-0.02,59.978,-116.5085,3.55374217263267,63.49026,1.0643312
0.8,5.877472e-39,59.978,-112.1345,2.93861905075645,62.11987,1.0612414,5.877472e-39,59.977,68.81737,6.30401282242166,69.28603,1.0694598,5.877472e-39,59.978,52.18571,1.69023996709957,62.25941,1.062054,5.877472e-39,59.977,72.07076,3.58378112978834,64.58933,1.0629636,5.877472e-39,59.978,-138.7851,1.96900228624753,62.84248,1.060519,5.877472e-39,59.977,64.80037,6.11677120192024,62.70032,1.0610394,5.877472e-39,59.977,86.21282,1.81637137100835,63.3653,1.0632132,5.877472e-39,59.98,-57.0835,5.53646811230661,109.5375,1.00877150326797,5.877472e-39,59.978,48.97041,1.1268021073466,58.97218,1.0525286,5.877472e-39,59.981,108.6232,15.1072688720533,109.2949,1.00795843137255,5.877472e-39,59.978,-121.022,7.66388834668877,62.27648,1.0616824,5.877472e-39,59.977,-130.3032,3.98496913014229,63.97891,1.0550212,5.877472e-39,59.977,-116.7907,3.54666241495674,63.2194,1.0643226
0.833,5.877472e-39,59.978,-112.4579,2.93282707285594,61.84708,1.061258,5.877472e-39,59.977,68.59673,6.29879155526225,69.00727,1.069405,5.877472e-39,59.978,52.0821,1.68300778895256,61.98882,1.0619998,5.877472e-39,59.977,71.89463,3.57388072737228,64.313,1.0628764,5.877472e-39,59.978,-138.9125,1.96248371303324,62.56638,1.0604346,5.877472e-39,59.978,64.57014,6.11326466506031,62.42748,1.0610048,5.877472e-39,59.977,86.11522,1.811761517784,63.08792,1.06314,5.877472e-39,59.98,-57.16945,5.53646811230661,109.2969,1.00864196078431,5.877472e-39,59.978,48.25478,1.1162279371664,58.70156,1.0525474,5.877472e-39,59.981,108.3918,15.1215658256367,109.0552,1.00783437908497,5.877472e-39,59.978,-121.32,7.66727970216999,62.00578,1.0616268,5.877472e-39,59.978,-130.5777,3.97230697271356,63.70565,1.0549694,5.877472e-39,59.977,-117.0415,3.53656369272321,62.94229,1.0642624
0.867,5.877472e-39,59.977,-112.6302,2.92607640483344,61.57627,1.0612398,-0.02,59.976,68.29643,6.28677978291176,68.72272,1.069289,5.877472e-39,59.977,51.73106,1.67886645547167,61.71819,1.0619692,-0.02,59.977,71.66819,3.55632985653918,64.03145,1.0628322,5.877472e-39,59.977,-139.3302,1.94844111111088,62.29654,1.0604486,5.877472e-39,59.977,64.32602,6.10214403285032,62.15464,1.0609944,5.877472e-39,59.977,86.06487,1.79945356474542,62.8105,1.0630918,5.877472e-39,59.98,-57.54187,5.52797606638294,109.0677,1.00877150326797,5.877472e-39,59.978,48.34444,1.11095903860977,58.43605,1.052562,5.877472e-39,59.981,108.1539,15.1149804818638,108.8276,1.00797163398693,5.877472e-39,59.978,-121.5449,7.67616165871121,61.73822,1.0616312,5.877472e-39,59.977,-130.7517,3.9563201437597,63.4355,1.0549798,5.877472e-39,59.977,-117.3118,3.52142123853803,62.66516,1.0642272
0.9,5.877472e-39,59.977,-112.9346,2.92820249719973,61.30421,1.0611506,0.02,59.977,68.01242,6.29052187868151,68.45141,1.0692198,5.877472e-39,59.978,51.37831,1.67478834184525,61.44757,1.0619624,0.02,59.977,71.2869,3.55516505237109,63.75505,1.062795,0.01,59.977,-139.4907,1.94742093318522,62.02553,1.0603912,0.01,59.977,64.0226,6.1003323077056,61.88573,1.0608906,0.02,59.977,85.8194,1.79796313502551,62.5402,1.0629892,0.01,59.981,-57.88564,5.54071347275901,108.8385,1.00877150326797,5.877472e-39,59.978,47.98381,1.11450194853665,58.1624,1.0524406,0.01,59.981,107.8908,15.1203335580897,108.6007,1.00794209150327,5.877472e-39,59.978,-121.8058,7.68253733773387,61.46627,1.0615276,5.877472e-39,59.977,-131.0058,3.95610969958658,63.16114,1.0548804,0.02,59.977,-117.6119,3.52281813751434,62.39514,1.0641374
0.933,5.877472e-39,59.977,-113.3257,2.92709225263208,61.03784,1.06131,0.02,59.978,67.72877,6.29441812697313,68.19002,1.0694966,5.877472e-39,59.978,50.95578,1.67595574408955,61.18456,1.0621452,0.01,59.977,70.87241,3.56217466198932,63.49828,1.0631064,5.877472e-39,59.977,-139.8981,1.96181687347233,61.75692,1.0605474,5.877472e-39,59.977,63.76234,6.1017733739775,61.62044,1.061095,0.01,59.977,85.42777,1.79965015251208,62.27449,1.0632908,0.01,59.981,-58.12628,5.55345087913508,108.615,1.00877150326797,5.877472e-39,59.977,47.89613,1.11978210542353,57.89669,1.0526552,5.877472e-39,59.981,107.6722,15.1325502320507,108.3762,1.00797673202614,5.877472e-39,59.977,-122.0468,7.6841689295946,61.19998,1.0616732,5.877472e-39,59.977,-131.3875,3.96471626004939,62.89525,1.055071,0.01,59.978,-118.0265,3.52862310579591,62.13173,1.0643934
0.967,0.04,59.979,-113.6294,2.92940627251099,60.78429,1.0612316,0.05,59.979,67.52554,6.30522439196156,67.9424,1.069469,0.03,59.978,50.7112,1.67916956436299,60.92802,1.0620192,0.05,59.979,70.67845,3.57618435494634,63.2508,1.0630552,0.04,59.978,-140.0857,1.9663176074958,61.50447,1.0605048,0.04,59.979,63.47348,6.10796891971617,61.36494,1.0610278,0.05,59.979,85.28253,1.80280508305807,62.0247,1.0631478,5.877472e-39,59.981,-58.1492,5.54496015823028,108.3801,1.00857725490196,0.04,59.978,47.18571,1.12702121177376,57.6398,1.052587,5.877472e-39,59.981,107.4678,15.1301254475226,108.1395,1.00778549019608,0.04,59.978,-122.3051,7.67844276962478,60.9446,1.0616406,0.04,59.979,-131.6411,3.96470067159212,62.64272,1.055031,0.05,59.979,-118.2357,3.54238078536043,61.88021,1.06432
1,-0.01,59.978,-113.9328,2.93180343082867,60.51992,1.0613766,-0.02,59.979,67.16253,6.30267394714741,67.68056,1.0696922,-0.01,59.978,50.40166,1.68761417807529,60.66383,1.0621518,-0.03,59.979,70.29903,3.57542831476884,62.98382,1.0632004,5.877472e-39,59.978,-140.5908,1.9689944920189,61.24303,1.060624,-0.01,59.978,63.14166,6.11128406496186,61.10046,1.061123,-0.01,59.979,84.74859,1.80780464771411,61.76189,1.0632816,5.877472e-39,59.981,-58.47578,5.53646811230661,108.1452,1.00864196078431,5.877472e-39,59.978,47.37075,1.13396933358832,57.37609,1.0526306,5.877472e-39,59.981,107.1834,15.1300856969566,107.9074,1.00779921568627,5.877472e-39,59.978,-122.5094,7.68291579083532,60.68222,1.0617126,-0.02,59.978,-132.0206,3.9735982165906,62.37782,1.0551124,-0.01,59.979,-118.5846,3.5421452264506,61.61772,1.0644662
1.033,-0.01,59.978,-114.1721,2.92977952946002,60.24973,1.0613206,-0.01,59.978,66.91026,6.30259254075946,67.40933,1.0697154,5.877472e-39,59.978,50.11259,1.67856421260575,60.39706,1.0621182,-0.01,59.978,70.00301,3.57436916570001,62.7178,1.0632152,-0.01,59.978,-140.7502,1.96809469162436,60.97398,1.0605994,-0.02,59.978,62.91039,6.10849113303465,60.83153,1.061111,-0.01,59.978,84.40078,1.80197629674664,61.49476,1.0633068,5.877472e-39,59.98,-58.70497,5.55769623958748,107.9103,1.00857725490196,-0.01,59.978,46.75287,1.13601834969368,57.10411,1.052541,5.877472e-39,59.981,106.9538,15.1459196724267,107.6755,1.00773803921569,-0.01,59.978,-122.806,7.68734118064866,60.41534,1.0616774,5.877472e-39,59.978,-132.3741,3.97737928350352,62.1098,1.0551796,-0.01,59.978,-118.9336,3.54204130340214,61.34773,1.064468
1.067,5.877472e-39,59.977,-114.4118,2.92780758961561,59.97903,1.0614424,-0.01,59.977,66.61749,6.29932242883477,67.13883,1.0698592,5.877472e-39,59.978,49.756,1.67477968159121,60.13163,1.062202,-0.01,59.977,69.70683,3.573406145451,62.44468,1.0633326,5.877472e-39,59.977,-141.0944,1.97182379701306,60.70303,1.0606578,5.877472e-39,59.977,62.6508,6.11047086710771,60.56071,1.0611818,-0.01,59.977,84.2978,1.79746690246914,61.22062,1.0634376,-0.01,59.98,-58.85967,5.55345087913508,107.6811,1.00851241830065,5.877472e-39,59.977,46.48445,1.13443092512854,56.83369,1.0527218,5.877472e-39,59.98,106.7501,15.1381683120501,107.4409,1.00773699346405,5.877472e-39,59.978,-123.0653,7.69448415817907,60.14471,1.0617844,-0.01,59.977,-132.5506,3.97932610861123,61.83864,1.0552334,5.877472e-39,59.977,-119.2005,3.54078123643964,61.07581,1.0645528
1.1,0.03,59.978,-114.8033,2.92721349618861,59.71902,1.0613824,0.02,59.978,66.3651,6.29950602622037,66.87508,1.069861,0.01,59.978,49.39781,1.67106010248195,59.86996,1.062189,0.01,59.978,69.36461,3.57019059312675,62.18071,1.0633354,0.02,59.978,-141.2783,1.97645789894871,60.43909,1.0606558,0.02,59.978,62.34744,6.10960310965311,60.29692,1.0611918,0.03,59.978,83.94653,1.79172515404205,60.96057,1.0634268,-0.01,59.98,-59.05448,5.55345087913508,107.4405,1.0084477124183,0.02,59.978,46.40528,1.1397535172602,56.56841,1.052587,-0.01,59.98,106.5211,15.1544660441239,107.1988,1.00761032679739,0.02,59.978,-123.2687,7.69932091005921,59.88155,1.0616762,0.03,59.978,-132.8796,3.97802966858176,61.57462,1.0552294,0.03,59.978,-119.5709,3.53584402561266,60.81605,1.0645542
1.133,5.877472e-39,59.978,-115.1058,2.92992675377867,59.45207,1.0614302,5.877472e-39,59.978,66.07193,6.29654248728862,66.61131,1.0698858,5.877472e-39,59.978,49.15561,1.67446704642044,59.60504,1.062164,5.877472e-39,59.978,69.15149,3.56889588514809,61.9187,1.0633024,5.877472e-39,59.978,-141.5966,1.97480552247829,60.17517,1.0606762,0.01,59.978,62.06049,6.1165572936455,60.03499,1.0611646,5.877472e-39,59.978,83.55556,1.79381314129057,60.69733,1.0634028,-0.01,59.98,-59.43836,5.55345087913508,107.1998,1.00851241830065,0.01,59.978,46.32685,1.14507870746807,56.30311,1.0526288,-0.01,59.98,106.2483,15.1587193546895,106.964,1.00773529411765,5.877472e-39,59.978,-123.5458,7.69930185750033,59.61468,1.06171,0.01,59.978,-133.1323,3.97847134153769,61.31061,1.055248,5.877472e-39,59.978,-119.7867,3.53662777860309,60.55308,1.0645424
1.167,0.01,59.978,-115.3461,2.92815486580252,59.19528,1.0614482,0.01,59.978,65.78992,6.30149095644584,66.35571,1.0699594,0.01,59.978,48.79605,1.67085745253747,59.34985,1.062263,0.01,59.978,68.82645,3.57629174209641,61.66302,1.0633642,0.01,59.978,-141.9381,1.97870869897315,59.91635,1.0606938,0.01,59.978,61.75738,6.11602295597137,59.77768,1.0612882,0.01,59.978,83.30749,1.79266219352894,60.44048,1.0634712,5.877472e-39,59.98,-59.65034,5.56194292505874,106.9649,1.00851241830065,0.02,59.978,45.79241,1.14200778138625,56.04623,1.0526918,5.877472e-39,59.98,106.021,15.1635424233683,106.7243,1.00769111111111,0.01,59.978,-123.7858,7.70191465614355,59.35938,1.0618084,0.01,59.978,-133.3084,3.98058011339591,61.05497,1.0553012,0.01,59.978,-120.0323,3.54066692108634,60.29652,1.064623
1.2,5.877472e-39,59.978,-115.6479,2.93101534771122,58.93019,1.061481,5.877472e-39,59.978,65.4673,6.30337023157206,66.08983,1.0700844,5.877472e-39,59.978,48.55507,1.67433800863528,59.08496,1.0622826,5.877472e-39,59.978,68.48377,3.5734044134002,61.39715,1.0634926,5.877472e-39,59.978,-142.1193,1.983435465627,59.64922,1.0607248,-0.02,59.978,61.47142,6.12329150718533,59.51071,1.0613312,5.877472e-39,59.978,83.0591,1.79154502075806,60.17352,1.0636108,-0.01,59.98,-59.94255,5.57043364596354,106.7243,1.00851241830065,-0.01,59.978,45.71697,1.14734942607679,55.77586,1.0526558,-0.01,59.98,105.8047,15.1776406241216,106.482,1.00770941176471,5.877472e-39,59.978,-124.0256,7.70466168872435,59.09111,1.0617936,5.877472e-39,59.978,-133.7366,3.98335312673883,60.78778,1.0553284,5.877472e-39,59.978,-120.4334,3.53928041441488,60.0285,1.0646806
1.233,-0.01,59.978,-115.9492,2.93395636998248,58.6586,1.0614704,5.877472e-39,59.978,65.28548,6.30278133429748,65.82235,1.07004,5.877472e-39,59.978,48.13497,1.67611249468763,58.81862,1.062231,5.877472e-39,59.978,68.27055,3.57231408741683,61.13202,1.0634906,5.877472e-39,59.978,-142.4582,1.98744602927193,59.38394,1.0607188,5.877472e-39,59.978,61.23995,6.12121824236867,59.24233,1.0613032,5.877472e-39,59.978,82.7028,1.78604316136782,59.90575,1.0635252,-0.01,59.98,-60.14309,5.56194292505874,106.4722,1.00851241830065,5.877472e-39,59.978,45.37625,1.15120930130146,55.50548,1.0526434,-0.01,59.98,105.5327,15.1767926120462,106.2319,1.0076968627451,5.877472e-39,59.978,-124.3203,7.71013670132707,58.82286,1.061802,5.877472e-39,59.978,-133.89,3.98025881797111,60.51738,1.0553436,5.877472e-39,59.978,-120.5966,3.54208027454531,59.76238,1.064702
1.267,0.02,59.978,-116.16,2.94006531318077,58.40036,1.0614604,0.04,59.978,65.00442,6.30815502192796,65.57031,1.0699708,0.03,59.978,47.77364,1.67269082831728,58.56057,1.062208,0.03,59.978,68.03082,3.57938085471171,60.87899,1.0634042,0.02,59.978,-142.4792,1.99294788866217,59.12373,1.0607086,0.02,59.978,60.99933,6.13161834144272,58.98081,1.0612114,0.02,59.978,82.56143,1.78941113416314,59.6513,1.0634456,-0.01,59.98,-60.30352,5.56618828551114,106.2258,1.00831803921569,0.01,59.978,45.56821,1.15803877763571,55.24348,1.052651,5.877472e-39,59.979,105.2721,15.1733078124239,105.9873,1.00752183006536,0.02,59.978,-124.6146,7.71581522989969,58.56144,1.0617454,0.03,59.978,-134.0875,3.98786685114335,60.25913,1.055273,0.03,59.978,-120.87,3.54956360005941,59.50821,1.064634
1.3,0.01,59.978,-116.4902,2.93545199585481,58.14061,1.061379,5.877472e-39,59.979,64.78129,6.30456015047685,65.31524,1.0698824,5.877472e-39,59.979,47.59242,1.67100467685611,58.30605,1.062085,5.877472e-39,59.979,67.78153,3.58131988559079,60.61763,1.0633278,5.877472e-39,59.978,-142.7958,1.99152587494916,58.86532,1.0606602,0.01,59.978,60.72343,6.12691235939855,58.72252,1.0611746,5.877472e-39,59.979,82.31216,1.7883952863645,59.39177,1.063413,-0.01,59.979,-60.5327,5.56194292505874,105.9737,1.00825333333333,0.02,59.978,45.30334,1.15656133829685,54.98468,1.0525552,-0.01,59.979,105.068,15.185153481102,105.732,1.00745464052288,0.01,59.978,-124.8735,7.71164704963127,58.30504,1.0616832,5.877472e-39,59.978,-134.3393,3.98867745092129,60.00085,1.0552238,5.877472e-39,59.979,-121.1369,3.54886211948235,59.24753,1.0645196
1.333,-0.02,59.978,-116.5806,2.93239146207784,57.87249,1.0613158,-0.02,59.978,64.54225,6.31335030832527,65.04893,1.069753,-0.03,59.978,47.35403,1.67463245727257,58.0414,1.0620398,-0.03,59.978,67.52163,3.57813810825728,60.35303,1.0632388,-0.03,59.978,-142.9542,1.99083738475315,58.59708,1.060534,-0.01,59.978,60.46555,6.12994518036261,58.45766,1.0610938,-0.03,59.978,82.06261,1.7874132135566,59.12572,1.063335,-0.01,59.979,-60.87075,5.57468033143481,105.7273,1.00838287581699,-0.01,59.978,45.03782,1.1551090136947,54.71587,1.0525488,-0.01,59.979,104.7961,15.1852462324227,105.4871,1.00759202614379,-0.01,59.978,-125.0926,7.72237537233336,58.03701,1.0616056,-0.02,59.978,-134.668,3.98809461582455,59.7328,1.0550936,-0.02,59.978,-121.3752,3.54498925387662,58.98176,1.0644542
1.367,5.877472e-39,59.978,-116.9716,2.93255427485375,57.61425,1.0613716,0.01,59.978,64.33224,6.31766657893773,64.79469,1.069804,5.877472e-39,59.978,46.99082,1.67135455111924,57.78003,1.0620494,0.01,59.978,67.24801,3.58834421764088,60.0994,1.0633704,5.877472e-39,59.978,-142.9932,2.00185409391469,58.34013,1.060623,5.877472e-39,59.978,60.20792,6.1331027089848,58.19758,1.0611618,5.877472e-39,59.978,81.5627,1.78555125893847,58.86942,1.06338,-0.01,59.979,-61.03118,5.57468033143481,105.4695,1.00838287581699,5.877472e-39,59.978,45.03782,1.1551090136947,54.45731,1.0526512,-0.01,59.979,104.5808,15.1825564441211,105.2318,1.00756379084967,5.877472e-39,59.978,-125.3515,7.71849817660061,57.77709,1.0617088,5.877472e-39,59.978,-134.8843,4.00124521158101,59.47405,1.0552424,5.877472e-39,59.978,-121.675,3.55595919766636,58.72394,1.0645714
1.4,0.03,59.979,-117.1803,2.93885460966628,57.36778,1.0613286,0.03,59.979,63.98289,6.32504944550499,64.5538,1.0698798,0.02,59.979,46.69925,1.68037074159804,57.53202,1.0620544,0.04,59.979,66.84632,3.59714649984495,59.8546,1.0633776,0.03,59.979,-143.4847,2.00540566409561,58.08673,1.0606114,0.03,59.979,59.92471,6.14119398433236,57.94935,1.0611332,0.03,59.979,81.42347,1.78900670029957,58.62321,1.0633912,-0.01,59.979,-61.22599,5.57043364596354,105.2059,1.00825333333333,0.02,59.979,44.56369,1.16978901031425,54.20344,1.0525862,-0.01,59.979,104.3092,15.1892610395921,104.9687,1.00741830065359,0.03,59.979,-125.6276,7.71983272174784,57.52741,1.061621,0.03,59.979,-135.1351,4.00230003052282,59.22595,1.0552054,0.03,59.979,-122.0255,3.56528802331593,58.47653,1.0645006
1.433,-0.01,59.979,-117.388,2.94519478164739,57.10958,1.0614268,-0.01,59.979,63.7319,6.32650783228496,64.29867,1.069876,-0.01,59.979,46.46413,1.68410590916456,57.27237,1.0620458,-0.01,59.979,66.61112,3.60458305998724,59.60152,1.0633962,5.877472e-39,59.979,-143.4847,2.00540566409561,57.8316,1.0606816,-0.01,59.979,59.73846,6.14253978780984,57.69106,1.0611826,-0.01,59.979,81.14662,1.79594962596171,58.36545,1.0633844,-0.01,59.978,-61.62133,5.57892569188721,104.9481,1.00831803921569,0.01,59.979,44.89628,1.16583214024436,53.94305,1.05264,-0.01,59.978,104.004,15.1994504346854,104.7083,1.00752274509804,5.877472e-39,59.979,-125.9037,7.72134653415366,57.26927,1.0617056,-0.01,59.979,-135.309,4.0048348868797,58.96766,1.055242,-0.01,59.979,-122.2138,3.57163945362728,58.22231,1.0645386
1.467,5.877472e-39,59.979,-117.6282,2.94391306404979,56.85816,1.0613,0.01,59.979,63.56475,6.33421719042945,64.06001,1.0696848,0.01,59.979,46.28288,1.68254100125992,57.02274,1.0619986,-0.01,59.979,66.41173,3.60910198054419,59.35573,1.063195,5.877472e-39,59.979,-143.6598,2.01029870762699,57.58341,1.0605282,5.877472e-39,59.979,59.48177,6.14604632466977,57.44297,1.0610406,5.877472e-39,59.979,80.76035,1.79863170663723,58.1195,1.0632816,5.877472e-39,59.978,-61.85051,5.57892569188721,104.6903,1.00831803921569,0.01,59.979,44.49565,1.17516183191933,53.69561,1.0525184,5.877472e-39,59.979,103.7773,15.194614115818,104.453,1.00755555555556,5.877472e-39,59.979,-126.163,7.71796297290107,57.02125,1.0615974,0.01,59.979,-135.4258,4.01417323880871,58.71988,1.0550914,5.877472e-39,59.979,-122.4015,3.5780289890564,57.97333,1.064415
1.5,-0.02,59.979,-117.7772,2.94563905267953,56.59171,1.0612862,-0.02,59.979,63.27226,6.3328315497834,63.79255,1.0695686,-0.01,59.979,46.1013,1.68099341386336,56.75645,1.0619708,-0.03,59.979,66.31707,3.60471469584862,59.08457,1.0631468,-0.03,59.979,-143.8171,2.00969335586975,57.31837,1.060545,-0.02,59.979,59.25063,6.14483388910447,57.17807,1.0610692,-0.02,59.979,80.51147,1.79786094402786,57.85186,1.06322,-0.01,59.978,-62.11407,5.57892569188721,104.421,1.00825333333333,-0.03,59.978,44.49565,1.17516183191933,53.42834,1.0525596,-0.01,59.978,103.5283,15.1961643878933,104.1794,1.00747555555556,-0.02,59.979,-126.439,7.71982492751921,56.75319,1.0616312,-0.01,59.979,-135.656,4.01001545084514,58.45501,1.0551042,-0.02,59.979,-122.5319,3.56961728430945,57.70597,1.064366
1.533,5.877472e-39,59.978,-118.1662,2.94621928970006,56.33022,1.0612642,5.877472e-39,59.978,62.97965,6.33161045396406,63.52917,1.0696094,5.877472e-39,59.978,45.91939,1.67946314697487,56.49515,1.0619346,5.877472e-39,59.978,66.04471,3.59677930507374,58.8217,1.0631286,5.877472e-39,59.978,-144.2736,2.00244645529088,57.05505,1.060523,5.877472e-39,59.978,58.94907,6.14588610997007,56.91819,1.0610904,5.877472e-39,59.978,80.2624,1.79712395640924,57.58749,1.0632138,-0.01,59.978,-62.41773,5.58317105233961,104.1574,1.0084477124183,5.877472e-39,59.978,43.97046,1.1724321198466,53.16753,1.0525242,-0.01,59.978,103.2903,15.1949188701576,103.9164,1.00759830065359,5.877472e-39,59.978,-126.6986,7.71676785784385,56.49179,1.0615956,5.877472e-39,59.978,-135.9061,4.01130582869678,58.19522,1.0551116,5.877472e-39,59.978,-122.8232,3.5644124716327,57.44518,1.064404
1.567,0.01,59.979,-118.4631,2.94983407973546,56.07543,1.061325,0.05,59.979,62.78643,6.34422671204639,63.28425,1.0696512,0.02,59.979,45.50387,1.68179968351428,56.23886,1.0620438,0.04,59.979,65.68131,3.60310215654677,58.56863,1.063232,0.02,59.979,-144.447,2.00742436931183,56.80005,1.060524,0.01,59.979,58.69299,6.14977196595685,56.66333,1.0611026,0.03,59.979,80.12659,1.80067639261556,57.33303,1.0633252,5.877472e-39,59.978,-62.6641,5.59166309826328,103.8939,1.00857725490196,0.01,59.978,43.57945,1.18189171533214,52.91016,1.0525374,5.877472e-39,59.978,103.029,15.1881347735545,103.6562,1.00778692810458,0.02,59.979,-126.9422,7.70876231901127,56.23707,1.061643,0.02,59.979,-136.214,4.00595812182841,57.9405,1.055112,0.02,59.978,-123.1697,3.57417604203497,57.18942,1.0644344
1.6,0.02,59.979,-118.7033,2.94878445694607,55.83062,1.0613426,0.02,59.98,62.53653,6.34626360379609,63.04555,1.0697876,0.02,59.979,45.27167,1.68567774527243,55.99087,1.0620182,0.02,59.979,65.33315,3.61472681554177,58.32896,1.0633326,0.02,59.979,-144.7769,2.01190691680182,56.55339,1.0605458,0.02,59.979,58.43725,6.15377993152556,56.41182,1.0611666,0.02,59.979,79.49436,1.80294191507186,57.08863,1.0633974,0.01,59.978,-62.76724,5.60440050463934,103.636,1.00825333333333,0.02,59.979,43.57945,1.18189171533214,52.66117,1.0525612,0.01,59.978,102.7674,15.181655431291,103.3924,1.00740235294118,0.01,59.979,-127.2024,7.70601268835425,55.98735,1.0616794,0.02,59.979,-136.5196,4.02360771955754,57.69243,1.0551972,0.02,59.979,-123.4349,3.58241107759955,56.94528,1.0645178
